TIME,ID,AGE,S,ETHBLACK,ASVABC,URBAN,REGNE,REGNC,REGW,REGS,EARNINGS,AGESQ
1,4398,23,11,0,47,1,0,0,1,0,7.7673292,529
1,4403,22,12,0,58.75,1,0,0,1,0,8.5268011,484
1,4410,19,12,0,57,1,0,0,1,0,6.3346863,361
1,4442,21,13,0,48.25,1,0,0,1,0,18.986805,441
1,4445,18,12,0,46,1,0,0,1,0,6.472774,324
1,4450,23,12,0,49.25,1,0,0,1,0,11.720037,529
1,4453,24,14,0,42,1,0,0,1,0,32.104958,576
1,4455,19,10,0,55.25,1,0,0,1,0,8.4232349,361
1,4458,17,12,0,52.5,1,0,0,1,0,6.041255,289
1,4459,20,12,0,45.75,1,0,0,1,0,6.8352494,400
1,4460,21,14,0,52.75,1,0,0,1,0,10.356438,441
1,4461,18,11,0,37,1,0,0,1,0,6.2138629,324
1,4468,22,13,0,55.5,1,0,0,1,0,6.472774,484
1,4469,19,12,0,39,1,0,0,1,0,6.472774,361
1,4470,18,12,0,51.75,1,0,0,1,0,14.499011,324
1,4472,20,12,0,53.75,1,0,0,1,0,9.4243584,400
1,4475,23,13,0,41,1,0,0,1,0,8.0262394,529
1,4495,20,12,0,56,1,0,0,1,0,11.167691,400
1,4496,22,12,0,54.5,1,0,0,1,0,6.9042921,484
1,4510,22,14,0,59.25,1,0,0,1,0,10.356438,484
1,4519,18,12,0,48.5,1,0,0,1,0,21.437828,324
1,4526,20,12,0,55.75,1,0,0,1,0,6.9042921,400
1,4534,23,12,0,59.75,1,0,0,1,0,9.0273619,529
1,4536,23,13,0,55.25,1,1,0,0,0,7.3012896,529
1,4538,23,12,0,51.5,1,0,0,1,0,8.078023,529
1,4545,24,11,0,54.75,1,0,0,1,0,23.232944,576
1,4547,20,12,0,48.25,1,0,0,1,0,9.8558769,400
1,4562,23,12,0,34.5,1,0,0,1,0,4.6258764,529
1,4569,20,12,0,56.25,1,0,0,1,0,15.948913,400
1,4571,22,12,0,56,1,0,0,1,0,8.7684517,484
1,4575,20,12,0,43,1,0,0,1,0,10.270132,400
1,4587,19,12,0,59,1,0,0,1,0,12.496765,361
1,4593,23,13,0,49.5,1,0,0,1,0,7.0078578,529
1,4595,19,12,0,50,1,0,0,1,0,8.1988468,361
1,4596,22,12,0,54.5,1,0,0,1,0,12.030727,484
1,4597,19,9,0,41,1,0,0,1,0,4.9193077,361
1,4603,20,12,0,44.75,1,0,0,1,0,17.260731,400
1,4605,22,13,0,62.5,1,0,0,1,0,5.5234337,484
1,4608,19,12,0,45.5,1,0,0,1,0,6.9042921,361
1,4611,23,16,0,61,1,0,0,1,0,16.587559,529
1,4612,22,12,0,59.5,1,0,0,1,0,9.5624466,484
1,4618,20,11,0,36,1,0,0,1,0,6.041255,400
1,4624,17,10,0,44.5,1,0,0,1,0,5.7823429,289
1,4625,23,15,0,59.5,1,0,0,1,0,11.029608,529
1,4626,23,14,0,57,1,0,0,1,0,12.255121,529
1,4627,23,12,0,52.75,1,0,0,1,0,8.0262394,529
1,4629,19,12,0,55.5,1,0,0,1,0,15.051358,361
1,4633,21,12,0,48,1,0,0,1,0,8.6303654,441
1,4636,20,12,0,49.5,1,0,0,1,0,12.030727,400
1,4637,17,12,0,29,1,0,0,1,0,6.2138629,289
1,4646,20,12,0,48,1,0,0,1,0,18.883234,400
1,4671,20,11,0,36.75,1,1,0,0,0,10.977826,400
1,4675,21,13,0,49.5,1,1,0,0,0,8.1125441,441
1,4676,19,12,0,60.5,1,1,0,0,0,6.1275606,361
1,4677,19,12,0,50,1,0,0,0,1,7.6465025,361
1,4682,23,16,0,60.5,1,1,0,0,0,13.739542,529
1,4684,23,13,0,56.25,1,1,0,0,0,9.5279226,529
1,4685,20,12,0,43.75,1,1,0,0,0,7.4738965,400
1,4696,23,12,0,58,1,1,0,0,0,5.6097383,529
1,4697,18,12,0,58.25,1,1,0,0,0,10.787956,324
1,4701,21,12,0,54,1,1,0,0,0,12.220598,441
1,4710,24,12,1,39,1,1,0,0,0,11.133169,576
1,4711,20,12,1,39.25,1,1,0,0,0,9.8731394,400
1,4715,22,15,0,62.5,1,1,0,0,0,7.7673292,484
1,4716,21,12,0,35.5,1,1,0,0,0,8.078023,441
1,4720,24,12,0,55.75,1,0,1,0,0,14.619838,576
1,4722,20,12,0,49.75,0,1,0,0,0,4.5050502,400
1,4729,22,12,0,52.5,1,0,1,0,0,11.858121,484
1,4731,21,11,0,41.25,1,0,1,0,0,6.662641,441
1,4748,20,9,0,48.5,1,0,1,0,0,11.064127,400
1,4751,20,11,0,37.25,1,0,1,0,0,9.7523136,400
1,4753,22,16,0,62.5,1,0,1,0,0,10.425479,484
1,4759,22,12,0,53,1,0,1,0,0,14.032975,484
1,4761,23,12,0,45.75,1,0,1,0,0,6.472774,529
1,4762,19,12,0,43.5,1,0,1,0,0,5.7823429,361
1,4768,21,13,0,60.25,1,0,1,0,0,8.9065351,441
1,4771,24,12,0,48,1,0,1,0,0,15.534658,576
1,4772,23,12,0,50.25,1,0,1,0,0,5.8686481,529
1,4774,23,12,0,50.25,1,0,1,0,0,6.3346863,529
1,4785,18,12,0,50.5,1,0,1,0,0,5.7823429,324
1,4787,20,11,0,38.5,1,0,1,0,0,6.64538,400
1,4788,21,12,0,51.25,1,0,1,0,0,9.4934025,441
1,4789,18,12,0,53.5,1,0,1,0,0,12.600336,324
1,4791,24,12,0,40.75,1,0,1,0,0,12.462245,576
1,4796,18,12,0,51,1,0,1,0,0,5.8686481,324
1,4798,20,12,0,62.5,1,0,1,0,0,7.9399357,400
1,4800,22,12,0,50.25,1,0,0,0,1,8.1988468,484
1,4805,19,12,0,57,1,0,1,0,0,10.787956,361
1,4806,21,12,0,52.75,1,0,1,0,0,11.409344,441
1,4807,23,11,0,52.75,1,0,1,0,0,8.4059734,529
1,4808,20,12,0,59.75,1,0,1,0,0,9.4934025,400
1,4810,22,13,0,60.25,0,0,1,0,0,11.858121,484
1,4815,21,12,0,59.75,1,0,1,0,0,7.7673292,441
1,4817,24,12,0,53.5,1,0,1,0,0,7.7673292,576
1,4819,22,12,0,61,1,0,1,0,0,8.2506266,484
1,4826,20,12,0,54.75,1,0,1,0,0,7.0768986,400
1,4827,21,12,0,61,1,0,1,0,0,7.7673292,441
1,4828,19,13,0,58.5,1,0,0,1,0,5.0056114,361
1,4845,20,12,0,50.25,1,0,1,0,0,5.7823429,400
1,4851,20,13,0,42.25,1,0,1,0,0,6.3692088,400
1,4852,19,12,0,34.5,1,0,1,0,0,5.7823429,361
1,4858,21,12,0,57,1,0,0,0,1,8.6303654,441
1,4864,18,12,0,45.25,1,0,1,0,0,7.3875909,324
1,4866,23,15,0,58,1,0,1,0,0,12.393202,529
1,4877,23,14,0,62,1,0,1,0,0,6.5763392,529
1,4879,23,12,0,56,1,0,1,0,0,10.356438,529
1,4880,21,14,0,50.5,1,0,1,0,0,9.8558769,441
1,4881,23,14,0,58.75,1,0,1,0,0,8.2678881,529
1,4882,22,12,0,60,1,0,1,0,0,5.7823429,484
1,4884,22,12,0,59.25,1,0,1,0,0,9.4243584,484
1,4885,19,12,0,60.25,1,0,1,0,0,6.9042921,361
1,4887,22,12,0,48.25,0,0,1,0,0,5.8168669,484
1,4888,20,12,0,52.25,1,0,1,0,0,8.5268011,400
1,4889,23,14,0,58.5,1,0,1,0,0,8.8202333,529
1,4890,23,13,0,51.5,1,0,1,0,0,7.3530717,529
1,4891,20,12,0,50,1,0,1,0,0,5.6097383,400
1,4900,24,12,0,54.25,0,0,0,0,1,6.5418162,576
1,4901,21,11,0,41.75,0,0,0,0,1,7.8363719,441
1,4911,19,12,0,58.75,0,0,0,0,1,7.3358107,361
1,4915,20,8,0,27,0,0,0,0,1,6.5763392,400
1,4917,23,12,0,34.25,0,0,0,0,1,6.472774,529
1,4919,20,12,0,47,0,0,0,0,1,7.5084167,400
1,4926,23,12,0,57,0,0,0,0,1,10.701652,529
1,4930,18,12,0,49,0,0,0,0,1,6.9042921,324
1,4932,23,12,0,54,0,0,0,0,1,11.978946,529
1,4934,20,12,0,41.5,0,0,0,0,1,5.7823429,400
1,4943,20,12,0,43.25,0,0,0,0,1,6.9215517,400
1,4944,23,16,0,57,1,0,0,0,1,9.5797062,529
1,4945,20,12,0,50.75,1,0,0,0,1,10.615349,400
1,4952,18,12,0,43.25,1,0,0,0,1,6.9733338,324
1,4959,18,12,0,63.75,1,0,0,0,1,5.7823429,324
1,4960,23,10,0,45.25,1,0,0,0,1,12.583074,529
1,4966,22,12,0,52.25,0,0,0,0,1,6.2138629,484
1,4967,22,13,0,55.25,1,0,0,0,1,6.9560747,484
1,4973,20,12,0,56.25,1,0,0,0,1,7.0078578,400
1,4982,20,9,0,48,1,0,0,0,1,6.472774,400
1,4986,23,12,0,41.5,1,0,0,0,1,8.7511883,529
1,4992,19,12,0,45.5,1,0,0,0,1,9.061882,361
1,4999,24,16,0,57.5,1,0,0,0,1,17.260731,576
1,5003,23,16,0,56.25,1,0,0,0,1,21.575912,529
1,5007,22,12,0,44.5,1,0,0,0,1,18.382681,484
1,5015,20,12,0,38,1,0,0,0,1,5.7823429,400
1,5017,21,14,0,60.25,1,0,0,0,1,15.966178,441
1,5022,18,12,0,58.25,1,0,0,0,1,13.169936,324
1,5024,23,12,0,50,1,0,0,0,1,11.564686,529
1,5032,20,12,0,57.75,1,0,0,0,1,7.3875909,400
1,5033,20,12,0,57,1,0,0,0,1,17.83033,400
1,5035,22,14,0,50.25,1,0,0,0,1,8.9755812,484
1,5037,22,14,0,49.5,1,0,0,0,1,6.9042921,484
1,5042,21,13,1,38.75,1,0,0,0,1,5.8168669,441
1,5048,21,14,0,55.25,1,0,0,0,1,7.0768986,441
1,5049,22,12,0,55,1,0,0,0,1,9.1999693,484
1,5054,20,12,0,51.25,1,0,0,0,1,9.1999693,400
1,5060,23,12,0,43.75,1,0,0,0,1,5.7823429,529
1,5063,18,12,0,47.5,1,0,0,0,1,5.7823429,324
1,5065,23,16,0,56,1,0,0,0,1,7.456636,529
1,5071,23,12,1,44.75,1,0,0,0,1,5.7823429,529
1,5075,24,11,1,43.25,1,0,0,0,1,7.5947218,576
1,5080,22,12,1,33.75,1,0,0,0,1,6.300168,484
1,5082,17,12,0,33,1,0,0,0,1,9.9249201,289
1,5089,18,11,1,31.75,1,0,0,0,1,5.7823429,324
1,5092,19,12,0,51,1,0,0,0,1,5.7823429,361
1,5098,22,14,0,49.75,1,0,0,0,1,8.078023,484
1,5111,19,12,0,58.75,1,0,0,0,1,5.6097383,361
1,5113,21,12,0,52.75,1,0,0,0,1,6.869771,441
1,5115,22,12,0,51.25,1,0,0,0,1,7.3358107,484
1,5116,21,10,0,37.25,0,0,0,0,1,9.5797062,441
1,5119,22,14,1,39.75,0,0,0,0,1,4.1425753,484
1,5121,22,12,0,58.75,1,0,0,0,1,7.3358107,484
1,5124,21,14,0,62.25,0,0,0,1,0,7.7673292,441
1,5127,18,12,0,51,0,0,0,1,0,11.927164,324
1,5132,21,10,0,50.25,0,0,0,1,0,7.3358107,441
1,5133,20,9,0,39.5,0,0,0,1,0,5.6960411,400
1,5138,20,12,0,48,0,0,0,1,0,5.9722133,400
1,5144,19,12,0,47.75,0,0,0,1,0,10.787956,361
1,5145,21,11,0,59,0,0,0,1,0,15.534658,441
1,5149,19,12,0,54.5,0,0,0,1,0,12.462245,361
1,5153,19,12,0,53.5,1,0,0,1,0,6.2311225,361
1,5158,21,11,0,50,0,0,0,1,0,12.08251,441
1,5161,18,12,0,50.75,0,0,0,1,0,6.1448207,324
1,5164,21,12,0,37.25,0,0,0,1,0,9.3380556,441
1,5165,20,12,0,38.25,0,0,0,1,0,7.7673292,400
1,5167,20,12,0,49.5,0,0,0,1,0,20.056971,400
1,5172,22,12,0,54.25,0,0,0,1,0,6.5763392,484
1,5173,22,14,0,50.25,0,0,0,1,0,9.0273619,484
1,5176,20,12,0,49.75,0,0,0,1,0,6.9042921,400
1,5186,22,12,0,49.75,0,0,0,1,0,8.4577589,484
1,5191,20,14,0,60.25,0,0,0,1,0,6.5590773,400
1,5192,19,12,0,39.25,0,0,0,1,0,13.532413,361
1,5195,19,12,0,54,0,0,0,1,0,7.7673292,361
1,5206,20,12,0,50,0,0,0,1,0,9.061882,400
1,5208,20,12,0,53.75,0,0,0,1,0,7.2495055,400
1,5209,17,11,0,44.5,0,0,0,1,0,5.7823429,289
1,5223,22,12,0,58.5,0,0,0,1,0,8.6303654,484
1,5225,20,12,0,44.25,0,0,0,1,0,5.7823429,400
1,5226,22,16,0,60,0,0,0,1,0,10.028484,484
1,5227,24,12,0,51.5,0,0,0,1,0,12.08251,576
1,5247,20,12,0,50,0,0,0,1,0,7.9744563,400
1,5248,23,14,0,50.75,0,0,0,1,0,5.6787801,529
1,5251,20,12,0,44,0,0,0,1,0,9.9249201,400
1,5252,18,12,0,48.75,0,0,0,1,0,9.4934025,324
1,5255,20,10,0,42.5,0,0,0,1,0,5.9549518,400
1,5257,23,12,0,45.5,0,0,0,1,0,11.840859,529
1,5259,21,13,0,43.5,0,0,0,1,0,5.5579543,441
1,5262,20,12,0,52.25,0,0,0,1,0,8.6303654,400
1,5263,23,14,0,56,0,0,0,1,0,9.4934025,529
1,5264,23,12,0,34.75,1,0,0,1,0,9.0964041,529
1,5265,22,12,0,28.5,1,0,0,1,0,9.0964041,484
1,5267,21,13,0,35.25,0,0,0,1,0,9.2690096,441
1,5274,21,12,0,48,0,0,1,0,0,6.041255,441
1,5275,21,12,0,47.5,0,0,1,0,0,3.7628396,441
1,5279,21,8,0,35.75,1,0,1,0,0,6.6971617,441
1,5281,20,9,0,35.75,0,0,1,0,0,6.9905963,400
1,5288,23,12,0,44.25,1,0,1,0,0,11.616472,529
1,5290,20,12,0,49.75,0,0,1,0,0,7.5256791,400
1,5302,21,12,0,57.25,0,0,1,0,0,6.472774,441
1,5303,19,12,0,47.75,0,0,1,0,0,5.3680863,361
1,5307,21,12,0,42.75,0,0,1,0,0,12.945548,441
1,5323,20,10,0,37.5,1,0,0,0,1,8.078023,400
1,5329,19,12,0,43.5,1,0,0,1,0,8.1988468,361
1,5335,21,12,0,55,1,0,1,0,0,9.061882,441
1,5349,22,13,0,53.75,0,0,1,0,0,7.1114197,484
1,5354,22,12,0,44.5,1,0,1,0,0,8.2851505,484
1,5359,23,12,0,60.75,0,0,1,0,0,4.5223112,529
1,5383,19,12,0,51.25,1,0,1,0,0,6.9042921,361
1,5389,24,17,0,62.25,1,0,1,0,0,10.356438,576
1,5390,23,14,0,60.25,0,0,1,0,0,9.3553171,529
1,5391,20,12,0,50.5,0,0,1,0,0,6.300168,400
1,5396,20,12,0,54.75,0,0,1,0,0,3.31406,400
1,5397,22,15,0,60.75,1,0,1,0,0,13.791325,484
1,5422,23,12,0,57.75,0,0,1,0,0,4.8157434,529
1,5424,20,12,0,62,0,0,1,0,0,6.9042921,400
1,5427,21,13,0,50,0,0,1,0,0,6.1275606,441
1,5430,21,13,0,60.25,0,0,1,0,0,6.2311225,441
1,5435,19,12,0,55.5,0,0,1,0,0,5.9722133,361
1,5444,17,8,0,37,0,0,0,0,1,5.6097383,289
1,5449,16,7,0,34,0,0,0,0,1,5.6097383,256
1,5453,19,12,0,44,0,0,0,0,1,4.9538283,361
1,5478,24,12,0,53.5,0,0,0,0,1,7.7673292,576
1,5493,21,12,0,46.75,0,0,0,0,1,7.7673292,441
1,5494,18,12,0,49.75,0,0,0,0,1,5.7823429,324
1,5496,23,11,0,36.75,0,0,0,0,1,8.6303654,529
1,5497,20,12,0,54,0,0,0,0,1,7.9744563,400
1,5498,17,9,0,41.25,0,0,0,0,1,5.9549518,289
1,5505,21,12,0,40.5,0,0,0,0,1,7.2495055,441
1,5506,18,9,0,38.25,0,0,0,0,1,4.7467012,324
1,5507,23,11,0,45.75,0,0,0,0,1,6.472774,529
1,5508,21,12,0,41.25,0,0,0,0,1,7.5429382,441
1,5510,19,12,0,37.5,0,0,0,0,1,7.7673292,361
1,5515,19,12,1,52.75,0,0,0,0,1,5.7823429,361
1,5519,18,8,0,30.5,0,0,0,0,1,5.7823429,324
1,5520,19,9,0,37.75,0,0,0,0,1,8.6994066,361
1,5521,20,12,0,58,0,0,0,0,1,6.9042921,400
1,5522,19,12,0,55.75,0,0,0,0,1,6.2138629,361
1,5524,23,10,0,47.5,0,0,0,0,1,8.1988468,529
1,5525,20,8,0,36.5,0,0,0,0,1,5.8168669,400
1,5526,22,8,0,37.75,0,0,0,0,1,5.2127395,484
1,5529,20,10,0,32.5,0,0,0,0,1,9.666007,400
1,5530,21,12,0,35.75,0,0,0,0,1,6.265646,441
1,5532,24,10,0,51.5,0,0,0,0,1,7.7673292,576
1,5534,18,10,0,38,0,0,0,0,1,7.0941601,324
1,5542,24,12,0,48.75,0,0,0,0,1,5.6097383,576
1,5544,19,12,0,37.25,0,0,0,0,1,8.1988468,361
1,5545,21,10,0,46.5,0,0,0,0,1,5.8168669,441
1,5549,18,12,0,47.5,0,0,0,0,1,9.4934025,324
1,5552,21,9,0,50.5,0,0,0,0,1,6.9042921,441
1,5553,19,12,0,42.25,0,0,0,0,1,7.8881531,361
1,5554,17,9,0,47.5,0,0,0,0,1,9.8731394,289
1,5555,23,12,0,55.25,0,0,0,0,1,7.8018508,529
1,5564,24,16,0,50.5,0,0,0,0,1,6.5590773,576
1,5571,19,12,0,55.25,0,0,0,0,1,6.9560747,361
1,5572,18,12,0,54.5,0,0,0,0,1,5.8168669,324
1,5574,21,12,0,45.25,0,0,0,0,1,7.2667689,441
1,5579,19,12,0,52,0,0,0,0,1,7.6637654,361
1,5582,19,12,0,43,0,0,0,0,1,7.3358107,361
1,5586,19,12,0,43.75,0,0,0,0,1,8.1988468,361
1,5588,24,9,0,36.5,0,0,0,0,1,8.6303654,576
1,5590,21,16,0,58.25,0,0,0,0,1,5.437129,441
1,5599,22,16,0,54.75,1,0,0,0,1,15.051358,484
1,5600,23,12,0,49,0,0,0,0,1,6.041255,529
1,5606,19,12,0,32.75,1,0,0,0,1,7.7673292,361
1,5609,18,9,0,35.25,1,0,0,0,1,7.5947218,324
1,5612,20,12,1,48.75,1,0,0,0,1,5.1264372,400
1,5616,24,12,1,33,1,0,0,0,1,6.817987,576
1,5627,21,14,0,49.5,1,0,0,0,1,7.1632013,441
1,5628,19,12,0,49,1,0,0,0,1,5.3508258,361
1,5634,20,12,1,37.75,1,0,0,0,1,3.8836646,400
1,5636,23,11,1,34.75,1,0,0,0,1,6.6799011,529
1,5637,18,12,1,35.25,1,0,0,0,1,5.1091766,324
1,5648,22,13,0,60.25,1,0,0,0,1,6.041255,484
1,5649,24,13,0,56.75,1,0,0,0,1,11.858121,576
1,5650,19,12,0,32.5,1,0,0,0,1,8.2506266,361
1,5651,23,16,0,61.75,1,0,0,0,1,9.1136656,529
1,5652,21,12,0,53.5,1,0,0,0,1,6.9042921,441
1,5654,20,12,0,55.25,1,0,0,0,1,6.472774,400
1,5656,23,14,0,52.5,0,0,0,0,1,7.0423779,529
1,5660,21,12,0,55.75,1,0,0,0,1,11.737296,441
1,5662,23,10,1,31,1,0,0,0,1,3.5902321,529
1,5664,19,9,1,30.75,1,0,0,0,1,5.1782188,361
1,5668,23,12,0,58.75,1,0,0,1,0,24.889978,529
1,5669,23,12,0,55.25,1,0,0,1,0,7.3358107,529
1,5672,19,12,0,53,1,0,0,1,0,10.356438,361
1,5675,23,16,0,57.5,1,0,0,0,1,9.5451851,529
1,5678,23,13,0,63.25,1,0,0,1,0,9.5279226,529
1,5679,21,13,0,44.5,1,0,0,1,0,7.9399357,441
1,5691,22,11,0,48.75,1,0,0,1,0,10.356438,484
1,5693,18,12,0,57.5,1,0,0,1,0,6.1620793,324
1,5698,23,13,0,56.25,1,0,0,1,0,7.5256791,529
1,5699,22,13,0,63,1,0,0,1,0,13.377066,484
1,5700,20,12,0,60.25,1,0,0,1,0,7.2840276,400
1,5702,22,12,0,54.75,1,0,0,1,0,12.08251,484
1,5703,21,12,0,55,1,0,0,1,0,12.945548,441
1,5714,20,12,0,49,1,0,0,1,0,12.099771,400
1,5718,19,12,0,58,1,0,0,1,0,8.3541946,361
1,11750,19,11,0,51.75,1,1,0,0,0,8.2851505,361
1,11751,22,11,0,47.5,1,1,0,0,0,9.4934025,484
1,11754,23,12,0,34.5,1,1,0,0,0,18.037464,529
1,11762,23,11,1,32.25,1,1,0,0,0,9.4934025,529
1,11776,23,10,1,44.25,1,1,0,0,0,6.9042921,529
1,11777,22,12,1,59.5,1,1,0,0,0,20.38492,484
1,11784,18,10,0,39.5,1,1,0,0,0,6.9042921,324
1,11787,20,10,0,41.25,1,1,0,0,0,6.2829051,400
1,11788,19,10,0,46.5,1,0,0,1,0,6.6108575,361
1,11789,19,12,0,52,1,0,0,0,1,2.8652804,361
1,11808,20,12,0,53.25,1,0,1,0,0,8.7857113,400
1,11819,19,12,0,47.75,1,0,1,0,0,6.7834673,361
1,11834,22,9,0,39.5,1,0,0,0,1,6.7662067,484
1,11847,20,12,0,53.75,1,0,0,0,1,12.514029,400
1,11851,22,14,0,55,1,0,0,0,1,9.9421806,484
1,11863,19,12,0,58.25,1,0,0,1,0,10.356438,361
1,11873,21,12,0,48.25,1,0,0,1,0,6.9042921,441
1,11874,24,12,0,56,1,1,0,0,0,7.3358107,576
1,11876,19,12,0,41.5,1,0,0,0,1,10.028484,361
1,11879,20,12,0,52.5,1,0,0,1,0,9.0273619,400
1,11881,23,13,0,61,1,0,0,1,0,7.1632013,529
1,11882,22,16,0,61,1,0,0,0,1,5.7823429,484
1,11894,21,13,0,55.25,1,0,0,1,0,6.472774,441
1,11905,20,12,0,50.75,1,0,0,1,0,5.7823429,400
1,11906,21,13,0,60,1,0,0,1,0,12.08251,441
1,11909,18,12,0,50.25,1,1,0,0,0,5.7823429,324
1,11911,21,13,0,53.25,0,0,0,0,1,5.8686481,441
1,11912,18,12,0,49,0,0,0,0,1,5.1782188,324
1,11915,19,12,0,46.25,0,1,0,0,0,5.6097383,361
1,11917,22,12,0,56,0,1,0,0,0,16.829216,484
1,11925,19,12,0,59.5,0,0,1,0,0,8.4750175,361
1,11931,23,16,1,42,1,0,0,0,1,7.1977248,529
1,11936,22,16,1,50.75,1,0,0,1,0,14.032975,484
1,11953,20,12,0,45.25,0,0,0,0,1,5.2817836,400
1,11955,20,13,0,57,1,1,0,0,0,6.6799011,400
1,11957,23,13,0,47,1,0,0,0,1,5.5579543,529
1,11959,23,13,0,57,1,1,0,0,0,12.324159,529
1,11973,23,12,0,53.25,1,1,0,0,0,8.2851505,529
1,11990,23,16,0,62,1,1,0,0,0,13.273502,529
1,12000,22,12,0,56.75,1,1,0,0,0,7.8708925,484
1,12005,19,12,1,45,1,1,0,0,0,7.0596395,361
1,12012,20,14,0,58.25,1,0,1,0,0,10.270132,400
1,12016,23,16,0,57,1,0,1,0,0,23.595413,529
1,12017,24,12,0,46.5,1,0,1,0,0,4.6258764,576
1,12022,24,12,0,56,1,0,1,0,0,12.099771,576
1,12027,19,12,0,58.75,1,0,1,0,0,8.1988468,361
1,12031,18,12,0,58,1,0,0,0,1,8.6303654,324
1,12033,20,12,0,47.75,1,0,0,0,1,10.14931,400
1,12035,21,12,0,54.75,1,0,0,0,1,8.8374929,441
1,12036,23,15,0,58.25,0,0,0,0,1,8.0262394,529
1,12039,20,12,0,55.25,0,0,0,0,1,7.3703327,400
1,12041,18,10,0,37.25,1,0,0,0,1,6.9042921,324
1,12043,18,8,0,31,1,0,0,0,1,12.634852,324
1,12044,19,12,0,46.75,1,0,0,0,1,6.9042921,361
1,12054,24,16,0,59.5,1,0,0,0,1,10.546304,576
1,12055,22,12,0,53,1,0,0,0,1,8.6303654,484
1,12065,18,10,0,50.5,1,0,0,1,0,4.7467012,324
1,12070,20,14,0,48.5,1,0,0,1,0,14.326403,400
1,12072,24,12,0,57.5,1,1,0,0,0,17.260731,576
1,12073,20,12,0,45.5,1,1,0,0,0,9.1136656,400
1,12077,22,12,0,59.5,1,1,0,0,0,5.7823429,484
1,12079,20,11,0,36.25,1,0,1,0,0,9.2344894,400
1,12082,21,11,0,48.5,1,0,1,0,0,10.356438,441
1,12086,19,12,0,44.5,1,0,1,0,0,4.9538283,361
1,12092,21,14,0,53,1,0,0,0,1,6.5072956,441
1,12100,19,11,0,52.75,0,0,0,1,0,5.9549518,361
1,12104,24,15,0,60,1,0,0,1,0,6.0067334,576
1,12113,21,14,0,56.25,1,0,1,0,0,5.1782188,441
1,12114,19,12,0,54.5,1,0,1,0,0,6.5590773,361
1,12119,23,16,0,56.25,0,0,0,0,1,10.321918,529
1,12122,23,8,0,43.25,0,0,0,0,1,4.6431355,529
1,12125,19,12,1,38.25,1,0,0,0,1,5.6097383,361
1,12127,21,12,0,39.75,1,0,0,0,1,6.041255,441
1,12128,19,12,0,52.75,1,0,0,0,1,6.5072956,361
1,12132,22,9,1,32.25,1,0,0,0,1,4.2806606,484
1,12135,19,10,0,35.75,1,0,0,0,1,5.2817836,361
1,12140,23,12,0,45.75,1,0,0,0,1,8.0952826,529
1,12686,20,12,0,57.25,1,0,1,0,0,15.465611,400
2,2,23,9,0,35.5,1,1,0,0,0,9.2839298,529
2,3,20,10,0,48.25,1,1,0,0,0,7.1865106,400
2,9,18,12,0,51.75,1,1,0,0,0,6.9426246,324
2,10,21,9,0,44.25,1,1,0,0,0,7.1539917,441
2,11,22,16,0,57.5,1,1,0,0,0,12.194304,484
2,16,23,12,0,51.5,1,1,0,0,0,9.137599,529
2,17,25,13,0,61.25,1,1,0,0,0,8.7961578,625
2,18,24,12,0,63,1,0,0,1,0,13.218627,576
2,24,21,12,0,56.25,1,1,0,0,0,9.7554436,441
2,25,22,14,0,51.75,1,1,0,0,0,8.0807581,484
2,27,21,13,0,61.75,1,1,0,0,0,7.7230587,441
2,34,23,13,0,38.75,0,1,0,0,0,14.633165,529
2,37,23,12,0,55,0,1,0,0,0,9.5440741,529
2,38,19,12,0,39.5,1,1,0,0,0,7.9019094,361
2,39,23,12,0,46.75,1,1,0,0,0,8.2921267,529
2,41,19,12,0,49,1,1,0,0,0,7.4466548,361
2,44,20,12,0,49,1,1,0,0,0,6.6987367,400
2,45,22,12,0,50.5,1,1,0,0,0,9.7554436,484
2,47,23,12,0,59.25,0,1,0,0,0,17.397203,529
2,48,23,12,0,45.25,1,1,0,0,0,8.1295357,529
2,49,23,14,0,58.25,1,1,0,0,0,11.381349,529
2,50,23,12,0,58.75,1,1,0,0,0,12.486966,529
2,52,23,14,0,59.5,0,1,0,0,0,13.283658,529
2,58,25,16,0,61.25,1,1,0,0,0,10.828543,625
2,59,23,12,0,61.5,1,1,0,0,0,10.926094,529
2,61,19,12,0,62.75,1,1,0,0,0,7.2678046,361
2,64,20,12,0,59.5,1,1,0,0,0,8.5360117,400
2,67,24,16,0,62.75,1,0,1,0,0,17.576057,576
2,72,22,16,0,60.75,1,1,0,0,0,21.673338,484
2,74,22,13,0,61.25,1,1,0,0,0,6.5036287,484
2,78,24,16,0,59.5,1,1,0,0,0,9.7229261,576
2,83,21,9,1,33.25,1,1,0,0,0,3.0729642,441
2,85,22,7,1,30.5,1,1,0,0,0,6.0971522,484
2,88,24,16,1,61.5,1,1,0,0,0,10.942356,576
2,92,19,12,0,45.25,1,1,0,0,0,5.0728312,361
2,95,21,12,0,45.5,1,1,0,0,0,7.1539917,441
2,96,20,12,0,46.5,1,1,0,0,0,5.6906743,400
2,103,23,16,0,58.5,1,1,0,0,0,18.958073,529
2,104,23,12,0,49,1,1,0,0,0,9.7229261,529
2,105,23,12,0,61,1,1,0,0,0,12.161786,529
2,109,19,12,0,50.5,1,1,0,0,0,7.3978772,361
2,110,24,12,0,56,1,1,0,0,0,10.405806,576
